Código,Name,Estado,Completado,Estimación,Sprint,Story,Asignado a
1.2.5.1,Desarrollo del Backend para Visualizar la Hoja de Vida en la Plataforma,Completado,1,1,Sprint 7 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%207%20b6af0d191daa4eb3855ed8edfb2bc404.html),Visualizar la Hoja de Vida en la Plataforma (Stories%20e773d4b5fdd7463b838c5e096acfad05/Visualizar%20la%20Hoja%20de%20Vida%20en%20la%20Plataforma%2000f9dbc6ac034078bb6d3dde367f61f8.html),Esteban
1.2.5.2,Desarrollo del Frontend para Visualizar la Hoja de Vida en la Plataforma,Completado,1,1,Sprint 26 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2026%2085a27152ab714c019ab2aa494ec570c9.html),Visualizar la Hoja de Vida en la Plataforma (Stories%20e773d4b5fdd7463b838c5e096acfad05/Visualizar%20la%20Hoja%20de%20Vida%20en%20la%20Plataforma%2000f9dbc6ac034078bb6d3dde367f61f8.html),Juan Diego
1.2.6.1,Desarrollo del Backend para Actualizar la Hoja de Vida,Completado,1,1,Sprint 8 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%208%2047bfce24e5b14f59999d5c587319738d.html),Actualizar la Hoja de Vida (Stories%20e773d4b5fdd7463b838c5e096acfad05/Actualizar%20la%20Hoja%20de%20Vida%20afebd50acfeb4601a3355791054dca71.html),Esteban
1.2.6.2,Desarrollo del Frontend para Actualizar la Hoja de Vida,Completado,1,1,Sprint 26 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2026%2085a27152ab714c019ab2aa494ec570c9.html),Actualizar la Hoja de Vida (Stories%20e773d4b5fdd7463b838c5e096acfad05/Actualizar%20la%20Hoja%20de%20Vida%20afebd50acfeb4601a3355791054dca71.html),Juan Diego
1.3.1.1,Desarrollo del Backend para Eliminar la Cuenta de un Usuario como Administrador,Completado,1,1,Sprint 8 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%208%2047bfce24e5b14f59999d5c587319738d.html),Eliminar la Cuenta de un Usuario como Administrador (Stories%20e773d4b5fdd7463b838c5e096acfad05/Eliminar%20la%20Cuenta%20de%20un%20Usuario%20como%20Administrado%2084a98f7862cf4bf3b865280ce1920b8e.html),Juan Diego
1.3.1.2,Desarrollo del Frontend para Eliminar la Cuenta de un Usuario como Administrador,Completado,1,1,Sprint 26 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2026%2085a27152ab714c019ab2aa494ec570c9.html),Eliminar la Cuenta de un Usuario como Administrador (Stories%20e773d4b5fdd7463b838c5e096acfad05/Eliminar%20la%20Cuenta%20de%20un%20Usuario%20como%20Administrado%2084a98f7862cf4bf3b865280ce1920b8e.html),Juan Diego
2.1.1.1,Desarrollo del Backend para Registrar una Entidad/Asosiación,Completado,1,1,Sprint 8 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%208%2047bfce24e5b14f59999d5c587319738d.html),Registrar una Entidad/Asosiación (Stories%20e773d4b5fdd7463b838c5e096acfad05/Registrar%20una%20Entidad%20Asosiacio%CC%81n%202c78914c03ac4c3a8f66c39a62df6030.html),Juan Esteban
2.1.1.2,Desarrollo del Frontend para Registrar una Entidad/Asosiación,Completado,1,1,Sprint 25 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2025%206086ed2c117e4eb29549540b297fa0e5.html),Registrar una Entidad/Asosiación (Stories%20e773d4b5fdd7463b838c5e096acfad05/Registrar%20una%20Entidad%20Asosiacio%CC%81n%202c78914c03ac4c3a8f66c39a62df6030.html),Juan Diego
2.2.1.1,Desarrollo del Backend para Ver mi Entidad/Asosiación,Completado,1,1,Sprint 8 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%208%2047bfce24e5b14f59999d5c587319738d.html),Ver mi Entidad/Asosiación (Stories%20e773d4b5fdd7463b838c5e096acfad05/Ver%20mi%20Entidad%20Asosiacio%CC%81n%20ad571c5a4ddb41f29e42215d62417c9b.html),Esteban
2.2.1.2,Desarrollo del Frontend para Ver mi Entidad/Asosiación,Completado,1,1,Sprint 25 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2025%206086ed2c117e4eb29549540b297fa0e5.html),Ver mi Entidad/Asosiación (Stories%20e773d4b5fdd7463b838c5e096acfad05/Ver%20mi%20Entidad%20Asosiacio%CC%81n%20ad571c5a4ddb41f29e42215d62417c9b.html),Juan Diego
2.2.2.1,Desarrollo del Backend para Actualizar la información de mi Entidad/Asosiación,Completado,1,1,Sprint 9 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%209%20a3c0c1e245834f31b9400d1e02c0febc.html),Actualizar la información de mi Entidad/Asosiación (Stories%20e773d4b5fdd7463b838c5e096acfad05/Actualizar%20la%20informacio%CC%81n%20de%20mi%20Entidad%20Asosiacio%2097f517ac88734ae7868bf86828b201fb.html),Esteban
2.2.2.2,Desarrollo del Frontend para Actualizar la información de mi Entidad/Asosiación,Completado,1,1,Sprint 25 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2025%206086ed2c117e4eb29549540b297fa0e5.html),Actualizar la información de mi Entidad/Asosiación (Stories%20e773d4b5fdd7463b838c5e096acfad05/Actualizar%20la%20informacio%CC%81n%20de%20mi%20Entidad%20Asosiacio%2097f517ac88734ae7868bf86828b201fb.html),Esteban
2.2.3.1,Desarrollo del Backend para Eliminar la Entidad/Asosiación a mi nombre,Completado,1,1,Sprint 9 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%209%20a3c0c1e245834f31b9400d1e02c0febc.html),Eliminar la Entidad/Asosiación a mi nombre (Stories%20e773d4b5fdd7463b838c5e096acfad05/Eliminar%20la%20Entidad%20Asosiacio%CC%81n%20a%20mi%20nombre%204d73102e3da14a619f37abb90be87cac.html),Juan Diego
2.2.3.2,Desarrollo del Frontend para Eliminar la Entidad/Asosiación a mi nombre,Completado,1,1,Sprint 25 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2025%206086ed2c117e4eb29549540b297fa0e5.html),Eliminar la Entidad/Asosiación a mi nombre (Stories%20e773d4b5fdd7463b838c5e096acfad05/Eliminar%20la%20Entidad%20Asosiacio%CC%81n%20a%20mi%20nombre%204d73102e3da14a619f37abb90be87cac.html),Esteban
2.3.1.1,Desarrollo del Backend para Eliminar una Entidad/Asosiación como Administrador,Completado,1,1,Sprint 9 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%209%20a3c0c1e245834f31b9400d1e02c0febc.html),Eliminar una Entidad/Asosiación como Administrador (Stories%20e773d4b5fdd7463b838c5e096acfad05/Eliminar%20una%20Entidad%20Asosiacio%CC%81n%20como%20Administrado%2032f4d5aa862440da85cc3c60ded5431f.html),Juan Esteban
2.3.1.2,Desarrollo del Frontend para Eliminar una Entidad/Asosiación como Administrador,Completado,1,1,Sprint 26 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2026%2085a27152ab714c019ab2aa494ec570c9.html),Eliminar una Entidad/Asosiación como Administrador (Stories%20e773d4b5fdd7463b838c5e096acfad05/Eliminar%20una%20Entidad%20Asosiacio%CC%81n%20como%20Administrado%2032f4d5aa862440da85cc3c60ded5431f.html),Juan Diego
3.1.1.1,Desarrollo del Backend para Registrar la Necesidad de la Entidad/Asosiación a la que represento,Completado,1,1,Sprint 9 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%209%20a3c0c1e245834f31b9400d1e02c0febc.html),Registrar la Necesidad de la Entidad/Asosiación a la que represento (Stories%20e773d4b5fdd7463b838c5e096acfad05/Registrar%20la%20Necesidad%20de%20la%20Entidad%20Asosiacio%CC%81n%20a%20798a082636524f6d90669a5ed17a8aef.html),Esteban
3.1.1.2,Desarrollo del Frontend para Registrar la Necesidad de la Entidad/Asosiación a la que represento,Completado,1,1,Sprint 26 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2026%2085a27152ab714c019ab2aa494ec570c9.html),Registrar la Necesidad de la Entidad/Asosiación a la que represento (Stories%20e773d4b5fdd7463b838c5e096acfad05/Registrar%20la%20Necesidad%20de%20la%20Entidad%20Asosiacio%CC%81n%20a%20798a082636524f6d90669a5ed17a8aef.html),Esteban
3.2.1.1,Desarrollo del Backend para Actualizar la Información del Proyecto de la Entidad/Asosiación a la que represento,Completado,1,1,Sprint 18 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2018%20652cfb3aca2d423fa254ff3b38f2d278.html),Actualizar la Información del Proyecto de la Entidad/Asosiación a la que represento (Stories%20e773d4b5fdd7463b838c5e096acfad05/Actualizar%20la%20Informacio%CC%81n%20del%20Proyecto%20de%20la%20Enti%20e4633f272cc145cc9cd77b6e7c479dbc.html),Esteban
3.2.1.2,Desarrollo del Frontend para Actualizar la Información del Proyecto de la Entidad/Asosiación a la que represento,Completado,1,1,Sprint 26 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2026%2085a27152ab714c019ab2aa494ec570c9.html),Actualizar la Información del Proyecto de la Entidad/Asosiación a la que represento (Stories%20e773d4b5fdd7463b838c5e096acfad05/Actualizar%20la%20Informacio%CC%81n%20del%20Proyecto%20de%20la%20Enti%20e4633f272cc145cc9cd77b6e7c479dbc.html),Esteban
3.2.2.1,Desarrollo del Backend para Ver la Información del Proyecto de la Entidad/Asosiación a la que represento,Completado,1,1,Sprint 18 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2018%20652cfb3aca2d423fa254ff3b38f2d278.html),Ver la Información del Proyecto de la Entidad/Asosiación a la que represento (Stories%20e773d4b5fdd7463b838c5e096acfad05/Ver%20la%20Informacio%CC%81n%20del%20Proyecto%20de%20la%20Entidad%20Aso%20a47217f4a38642ddab9082118a1bb27a.html),Juan Diego
3.2.2.2,Desarrollo del Frontend para Ver la Información del Proyecto de la Entidad/Asosiación a la que represento,Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Ver la Información del Proyecto de la Entidad/Asosiación a la que represento (Stories%20e773d4b5fdd7463b838c5e096acfad05/Ver%20la%20Informacio%CC%81n%20del%20Proyecto%20de%20la%20Entidad%20Aso%20a47217f4a38642ddab9082118a1bb27a.html),Esteban
3.2.3.1,Desarrollo del Backend para Eliminar el Proyecto de la Entidad/Asosiación a la que represento,Completado,1,1,Sprint 18 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2018%20652cfb3aca2d423fa254ff3b38f2d278.html),Eliminar el Proyecto de la Entidad/Asosiación a la que represento (Stories%20e773d4b5fdd7463b838c5e096acfad05/Eliminar%20el%20Proyecto%20de%20la%20Entidad%20Asosiacio%CC%81n%20a%20l%203ece7cd84375450bb78b7be876320f91.html),Juan Esteban
3.2.3.2,Desarrollo del Frontend para Eliminar el Proyecto de la Entidad/Asosiación a la que represento,Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Eliminar el Proyecto de la Entidad/Asosiación a la que represento (Stories%20e773d4b5fdd7463b838c5e096acfad05/Eliminar%20el%20Proyecto%20de%20la%20Entidad%20Asosiacio%CC%81n%20a%20l%203ece7cd84375450bb78b7be876320f91.html),Esteban
3.3.1.1,Desarrollo del Backend para Eliminar el Proyecto de una Entidad/Asociación como Administrador,Completado,1,1,Sprint 18 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2018%20652cfb3aca2d423fa254ff3b38f2d278.html),Eliminar el Proyecto de una Entidad/Asociación como Administrador (Stories%20e773d4b5fdd7463b838c5e096acfad05/Eliminar%20el%20Proyecto%20de%20una%20Entidad%20Asociacio%CC%81n%20co%2012b4694114514cf3891d7a8a377ad207.html),Esteban
3.3.1.2,Desarrollo del Frontend para Eliminar el Proyecto de una Entidad/Asociación como Administrador,Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Eliminar el Proyecto de una Entidad/Asociación como Administrador (Stories%20e773d4b5fdd7463b838c5e096acfad05/Eliminar%20el%20Proyecto%20de%20una%20Entidad%20Asociacio%CC%81n%20co%2012b4694114514cf3891d7a8a377ad207.html),Juan Diego
3.3.2.1,Desarrollo del Backend para Aprobar un Proyecto Nuevo registrado por una Entidad/Asociación como Administrador,Completado,1,1,Sprint 19 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2019%2026bf6a68cf2c4ff0ab5455b150151ff1.html),Aprobar un Proyecto Nuevo registrado por una Entidad/Asociación como Administrador (Stories%20e773d4b5fdd7463b838c5e096acfad05/Aprobar%20un%20Proyecto%20Nuevo%20registrado%20por%20una%20Entid%20712157fe36724f42b625caec2ce17769.html),Esteban
3.3.2.2,Desarrollo del Frontend para Aprobar un Proyecto Nuevo registrado por una Entidad/Asociación como Administrador,Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Aprobar un Proyecto Nuevo registrado por una Entidad/Asociación como Administrador (Stories%20e773d4b5fdd7463b838c5e096acfad05/Aprobar%20un%20Proyecto%20Nuevo%20registrado%20por%20una%20Entid%20712157fe36724f42b625caec2ce17769.html),Juan Diego
4.1.1.1,Desarrollo del Backend para Registrar el Contrato de un Proyecto en la Plataforma,Completado,1,1,Sprint 19 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2019%2026bf6a68cf2c4ff0ab5455b150151ff1.html),Registrar el Contrato de un Proyecto en la Plataforma (Stories%20e773d4b5fdd7463b838c5e096acfad05/Registrar%20el%20Contrato%20de%20un%20Proyecto%20en%20la%20Platafo%2043cb2c661e364ba5a096cf34dc0b045b.html),Juan Diego
4.1.1.2,Desarrollo del Frontend para Registrar el Contrato de un Proyecto en la Plataforma,Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Registrar el Contrato de un Proyecto en la Plataforma (Stories%20e773d4b5fdd7463b838c5e096acfad05/Registrar%20el%20Contrato%20de%20un%20Proyecto%20en%20la%20Platafo%2043cb2c661e364ba5a096cf34dc0b045b.html),Juan Diego
4.2.1.1,Desarrollo del Backend para Actualizar la información del Contrato de un Proyecto,Completado,1,1,Sprint 19 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2019%2026bf6a68cf2c4ff0ab5455b150151ff1.html),Actualizar la información del Contrato de un Proyecto (Stories%20e773d4b5fdd7463b838c5e096acfad05/Actualizar%20la%20informacio%CC%81n%20del%20Contrato%20de%20un%20Proy%20d57852b45fbb4c0286a7fdb127b81229.html),Juan Esteban
4.2.1.2,Desarrollo del Frontend para Actualizar la información del Contrato de un Proyecto,Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Actualizar la información del Contrato de un Proyecto (Stories%20e773d4b5fdd7463b838c5e096acfad05/Actualizar%20la%20informacio%CC%81n%20del%20Contrato%20de%20un%20Proy%20d57852b45fbb4c0286a7fdb127b81229.html),Juan Diego
4.2.2.1,Desarrollo del Backend para Visualizar la información del Contrato de un Proyecto,Completado,1,1,Sprint 19 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2019%2026bf6a68cf2c4ff0ab5455b150151ff1.html),Visualizar la información del Contrato de un Proyecto (Stories%20e773d4b5fdd7463b838c5e096acfad05/Visualizar%20la%20informacio%CC%81n%20del%20Contrato%20de%20un%20Proy%20d79602f6450a4961a1d52e18056b3db9.html),Esteban
4.2.2.2,Desarrollo del Frontend para Visualizar la información del Contrato de un Proyecto,Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Visualizar la información del Contrato de un Proyecto (Stories%20e773d4b5fdd7463b838c5e096acfad05/Visualizar%20la%20informacio%CC%81n%20del%20Contrato%20de%20un%20Proy%20d79602f6450a4961a1d52e18056b3db9.html),Esteban
5.1.1.1,Desarrollo del Backend para Postularme a un Proyecto,Completado,1,1,Sprint 20 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2020%2027db49465a6f4dc1a8a81141dd305bbb.html),Postularme a un Proyecto (Stories%20e773d4b5fdd7463b838c5e096acfad05/Postularme%20a%20un%20Proyecto%205a9214950b3d48dbab59b80eb2c53756.html),Esteban
5.1.1.2,Desarrollo del Frontend para Postularme a un Proyecto,Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Postularme a un Proyecto (Stories%20e773d4b5fdd7463b838c5e096acfad05/Postularme%20a%20un%20Proyecto%205a9214950b3d48dbab59b80eb2c53756.html),Esteban
5.2.1.1,Desarrollo del Backend para Visualizar los postulados de un Proyecto,Completado,1,1,Sprint 20 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2020%2027db49465a6f4dc1a8a81141dd305bbb.html),Visualizar los postulados de un Proyecto (Stories%20e773d4b5fdd7463b838c5e096acfad05/Visualizar%20los%20postulados%20de%20un%20Proyecto%20eea3e48b22f449e8a5a2f7ceb22474da.html),Juan Diego
5.2.1.2,Desarrollo del Frontend para Visualizar los postulados de un Proyecto,Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Visualizar los postulados de un Proyecto (Stories%20e773d4b5fdd7463b838c5e096acfad05/Visualizar%20los%20postulados%20de%20un%20Proyecto%20eea3e48b22f449e8a5a2f7ceb22474da.html),Esteban
5.2.2.1,Desarrollo del Backend para Seleccionar a un Usuario a un Proyecto,Completado,1,1,Sprint 20 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2020%2027db49465a6f4dc1a8a81141dd305bbb.html),Seleccionar a un Usuario a un Proyecto (Stories%20e773d4b5fdd7463b838c5e096acfad05/Seleccionar%20a%20un%20Usuario%20a%20un%20Proyecto%201828688de4e840adb9f041edc1dcfba7.html),Juan Esteban
5.2.2.2,Desarrollo del Frontend para Seleccionar a un Usuario a un Proyecto,Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Seleccionar a un Usuario a un Proyecto (Stories%20e773d4b5fdd7463b838c5e096acfad05/Seleccionar%20a%20un%20Usuario%20a%20un%20Proyecto%201828688de4e840adb9f041edc1dcfba7.html),Esteban
5.2.3.1,Desarrollo del Backend para Visualizar los Seleccionados de un Proyecto,Completado,1,1,Sprint 20 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2020%2027db49465a6f4dc1a8a81141dd305bbb.html),Visualizar los Seleccionados de un Proyecto (Stories%20e773d4b5fdd7463b838c5e096acfad05/Visualizar%20los%20Seleccionados%20de%20un%20Proyecto%200c3a7b489b4647ce9bcd543932a45818.html),Esteban
5.2.3.2,Desarrollo del Frontend para Visualizar los Seleccionados de un Proyecto,Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Visualizar los Seleccionados de un Proyecto (Stories%20e773d4b5fdd7463b838c5e096acfad05/Visualizar%20los%20Seleccionados%20de%20un%20Proyecto%200c3a7b489b4647ce9bcd543932a45818.html),Esteban
6.1.1.1,"Desarrollo del Backend para aprobar el proyecto, por el rol Ingeniería",Completado,1,1,Sprint 24 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2024%2029ac4eed6d0c457ea98369ef3ed34b9c.html),Iniciar el Proceso de Ingeniería de Requisitos (Stories%20e773d4b5fdd7463b838c5e096acfad05/Iniciar%20el%20Proceso%20de%20Ingenieri%CC%81a%20de%20Requisitos%20df6802a3b686447c8f8add09277d668d.html),Esteban
6.1.1.2,"Desarrollo del Frontend para aprobar el proyecto, por el rol Ingeniería",Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Iniciar el Proceso de Ingeniería de Requisitos (Stories%20e773d4b5fdd7463b838c5e096acfad05/Iniciar%20el%20Proceso%20de%20Ingenieri%CC%81a%20de%20Requisitos%20df6802a3b686447c8f8add09277d668d.html),Esteban
6.1.1.3,"Desarrollo del Backend para aprobar el proyecto, por el rol Lider de Equipo",Completado,1,1,Sprint 24 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2024%2029ac4eed6d0c457ea98369ef3ed34b9c.html),Iniciar el Proceso de Ingeniería de Requisitos (Stories%20e773d4b5fdd7463b838c5e096acfad05/Iniciar%20el%20Proceso%20de%20Ingenieri%CC%81a%20de%20Requisitos%20df6802a3b686447c8f8add09277d668d.html),Esteban
6.1.1.4,"Desarrollo del Frontend para aprobar el proyecto, por el rol Lider de Equipo",Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Iniciar el Proceso de Ingeniería de Requisitos (Stories%20e773d4b5fdd7463b838c5e096acfad05/Iniciar%20el%20Proceso%20de%20Ingenieri%CC%81a%20de%20Requisitos%20df6802a3b686447c8f8add09277d668d.html),Esteban
6.1.1.5,"Desarrollo del Backend para aprobar el proyecto, por el rol Director del Proyecto",Completado,1,1,Sprint 24 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2024%2029ac4eed6d0c457ea98369ef3ed34b9c.html),Iniciar el Proceso de Ingeniería de Requisitos (Stories%20e773d4b5fdd7463b838c5e096acfad05/Iniciar%20el%20Proceso%20de%20Ingenieri%CC%81a%20de%20Requisitos%20df6802a3b686447c8f8add09277d668d.html),Esteban
6.1.1.6,"Desarrollo del Frontend para aprobar el proyecto, por el rol Director del Proyecto",Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Iniciar el Proceso de Ingeniería de Requisitos (Stories%20e773d4b5fdd7463b838c5e096acfad05/Iniciar%20el%20Proceso%20de%20Ingenieri%CC%81a%20de%20Requisitos%20df6802a3b686447c8f8add09277d668d.html),Esteban
6.1.1.7,Desarrollo del Backend para Iniciar el Proceso de Ingeniería de Requisitos,Completado,1,1,Sprint 21 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2021%20d7bfed52821b46a5ad49ee71f94bfe33.html),Iniciar el Proceso de Ingeniería de Requisitos (Stories%20e773d4b5fdd7463b838c5e096acfad05/Iniciar%20el%20Proceso%20de%20Ingenieri%CC%81a%20de%20Requisitos%20df6802a3b686447c8f8add09277d668d.html),Esteban
6.1.1.8,Desarrollo del Frontend para Iniciar el Proceso de Ingeniería de Requisitos,Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Iniciar el Proceso de Ingeniería de Requisitos (Stories%20e773d4b5fdd7463b838c5e096acfad05/Iniciar%20el%20Proceso%20de%20Ingenieri%CC%81a%20de%20Requisitos%20df6802a3b686447c8f8add09277d668d.html),Esteban
6.1.2.1,Desarrollo del Backend para Visualizar la información de la Fases del Proceso de Ingeniería de Requisitos,Completado,1,1,Sprint 22 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2022%201fef8cb42c79472aabd9aa3a23724b0a.html),Visualizar la información de la Fases del Proceso de Ingeniería de Requisitos (Stories%20e773d4b5fdd7463b838c5e096acfad05/Visualizar%20la%20informacio%CC%81n%20de%20la%20Fases%20del%20Proceso%207c2574cbcec140f39b1d7e3d07d70922.html),Esteban
6.1.2.2,Desarrollo del Frontend para Visualizar la información de la Fases del Proceso de Ingeniería de Requisitos,Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Visualizar la información de la Fases del Proceso de Ingeniería de Requisitos (Stories%20e773d4b5fdd7463b838c5e096acfad05/Visualizar%20la%20informacio%CC%81n%20de%20la%20Fases%20del%20Proceso%207c2574cbcec140f39b1d7e3d07d70922.html),Esteban
6.1.3.1,Desarrollo del Backend para Aprobar la Etapa de una Fase del Proceso de Ingeniería de Requisitos,Completado,1,1,Sprint 22 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2022%201fef8cb42c79472aabd9aa3a23724b0a.html),Aprobar la Etapa de una Fase del Proceso de Ingeniería de Requisitos (Stories%20e773d4b5fdd7463b838c5e096acfad05/Aprobar%20la%20Etapa%20de%20una%20Fase%20del%20Proceso%20de%20Ingeni%20111697e99370495ea1e54a298f67c050.html),Esteban
6.1.3.2,Desarrollo del Frontend para Aprobar la Etapa de una Fase del Proceso de Ingeniería de Requisitos,Completado,1,1,Sprint 28 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2028%206108603eb5df4c96a0922a1cba398b92.html),Aprobar la Etapa de una Fase del Proceso de Ingeniería de Requisitos (Stories%20e773d4b5fdd7463b838c5e096acfad05/Aprobar%20la%20Etapa%20de%20una%20Fase%20del%20Proceso%20de%20Ingeni%20111697e99370495ea1e54a298f67c050.html),Esteban
6.2.1.1,Desarrollo del Backend para Guardar el Requisito de un Proyecto en una Etapa,Completado,1,1,Sprint 22 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2022%201fef8cb42c79472aabd9aa3a23724b0a.html),Guardar el Requisito de un Proyecto en una Etapa (Stories%20e773d4b5fdd7463b838c5e096acfad05/Guardar%20el%20Requisito%20de%20un%20Proyecto%20en%20una%20Etapa%20f7abb768d2544b0b85329bfa78ef5ace.html),Juan Diego
6.2.1.2,Desarrollo del Frontend para Guardar el Requisito de un Proyecto en una Etapa,Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Guardar el Requisito de un Proyecto en una Etapa (Stories%20e773d4b5fdd7463b838c5e096acfad05/Guardar%20el%20Requisito%20de%20un%20Proyecto%20en%20una%20Etapa%20f7abb768d2544b0b85329bfa78ef5ace.html),Esteban
6.2.2.1,Desarrollo del Backend para Visualizar los Requisitos de la versión actual de una Etapa,Completado,1,1,Sprint 23 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2023%20eca50be6fc9a48818aeacfaa25a5c12a.html),Visualizar los Requisitos de la versión actual de una Etapa (Stories%20e773d4b5fdd7463b838c5e096acfad05/Visualizar%20los%20Requisitos%20de%20la%20versio%CC%81n%20actual%20de%205b27a44d6cc043f9965a6e85e7cd071e.html),Juan Diego
6.2.2.2,Desarrollo del Frontend para Visualizar los Requisitos de la versión actual de una Etapa,Completado,1,1,Sprint 27 (Sprints%205c7f763432434ca58cb9a1e7885704ec/Sprint%2027%200d5c3d33d5f44504a9c961730ccad193.html),Visualizar los Requisitos de la versión actual de una Etapa (Stories%20e773d4b5fdd7463b838c5e096acfad05/Visualizar%20los%20Requisitos%20de%20la%20versio%CC%81n%20actual%20de%205b27a44d6cc043f9965a6e85e7cd071e.html),Esteban
